"","taz_sub","lowInc_0_autos.x","lowInc_autos_lt_workers.x","lowInc_autos_ge_workers.x","medInc_0_autos.x","medInc_autos_lt_workers.x","medInc_autos_ge_workers.x","highInc_0_autos.x","highInc_autos_lt_workers.x","highInc_autos_ge_workers.x","veryHighInc_0_autos.x","veryHighInc_autos_lt_workers.x","veryHighInc_autos_ge_workers.x","destChoiceAlt.x","taz.x","subzone.x","lowInc_0_autos_t.x","lowInc_autos_lt_workers_t.x","lowInc_autos_ge_workers_t.x","medInc_0_autos_t.x","medInc_autos_lt_workers_t.x","medInc_autos_ge_workers_t.x","highInc_0_autos_t.x","highInc_autos_lt_workers_t.x","highInc_autos_ge_workers_t.x","veryHighInc_0_autos_t.x","veryHighInc_autos_lt_workers_t.x","veryHighInc_autos_ge_workers_t.x","mwt.x","subzone_s.x","lowInc_0_autos.y","lowInc_autos_lt_workers.y","lowInc_autos_ge_workers.y","medInc_0_autos.y","medInc_autos_lt_workers.y","medInc_autos_ge_workers.y","highInc_0_autos.y","highInc_autos_lt_workers.y","highInc_autos_ge_workers.y","veryHighInc_0_autos.y","veryHighInc_autos_lt_workers.y","veryHighInc_autos_ge_workers.y","destChoiceAlt.y","taz.y","subzone.y","lowInc_0_autos_t.y","lowInc_autos_lt_workers_t.y","lowInc_autos_ge_workers_t.y","medInc_0_autos_t.y","medInc_autos_lt_workers_t.y","medInc_autos_ge_workers_t.y","highInc_0_autos_t.y","highInc_autos_lt_workers_t.y","highInc_autos_ge_workers_t.y","veryHighInc_0_autos_t.y","veryHighInc_autos_lt_workers_t.y","veryHighInc_autos_ge_workers_t.y","mwt.y","subzone_s.y","mdiff"
"1674","193c",18.39712,12.90219,11.72713,18.40093,13.12562,12.02857,18.40223,13.21046,12.13926,18.43748,13.33431,12.28496,576,193,0,244.534328358209,177.04328358209,342.838805970149,241.879850746269,181.277611940298,334.258208955224,239.60671641791,184.598507462686,328.717164179104,239.074626865672,190.830597014925,321.911940298507,314.233505223881,"c",18.46596,13.07991,11.89407,18.44913,13.2728,12.16758,18.43262,13.3424,12.26624,18.44742,13.45512,12.40206,576,193,0,231.185074626866,174.576119402985,328.80671641791,227.24552238806,178.281343283582,326.046268656716,223.788805970149,179.549253731343,323.648507462686,219.431343283582,181.470895522388,320.808208955224,306.576454477612,"c",7.51162089552236
"1675","194a",18.61124,13.07923,11.82946,18.57695,13.29858,12.13678,18.54529,13.37925,12.24937,18.53544,13.49874,12.39751,580,194,1,260.513432835821,190.255223880597,350.475373134328,255.015671641791,194.185074626866,342.333582089552,250.282835820896,197.194776119403,336.934328358209,246.385074626866,203.101492537313,330.311194029851,323.186185074627,"a",18.77944,13.2384,11.96758,18.72276,13.41385,12.24323,18.67476,13.47454,12.34246,18.64524,13.5775,12.4792,580,194,1,254.579104477612,186.403731343284,334.292537313433,247.665671641791,188.807462686567,331.691791044776,241.858955223881,189.410447761194,329.336567164179,234.194029850746,190.603731343284,326.564925373134,313.985626865672,"a",6.95747089552242
"1676","194b",18.58352,12.98899,11.76306,18.53599,13.19508,12.06738,18.49729,13.27098,12.17919,18.47789,13.3849,12.32596,581,194,2,258.444776119403,183.520895522388,345.520149253731,251.958955223881,186.461194029851,337.15447761194,246.700746268657,189.114925373134,331.697014925373,242.090298507463,194.605970149254,324.971641791045,318.06607238806,"b",18.75141,13.14622,11.89826,18.68439,13.31393,12.17558,18.63071,13.37181,12.27566,18.59278,13.47056,12.4121,581,194,2,252.487313432836,179.524626865672,329.119402985075,244.80223880597,181.350746268657,326.64328358209,238.571641791045,181.744029850746,324.351492537313,230.279104477612,182.623134328358,321.557462686567,309.003101492537,"b",7.45438283582098
"1677","194c",18.56963,12.94149,11.72875,18.51396,13.1366,12.02922,18.47085,13.20838,12.13985,18.44543,13.3177,12.28515,579,194,0,257.408208955224,179.976119402985,342.959701492537,250.314925373134,182.097014925373,334.30671641791,244.727611940298,184.443283582089,328.761194029851,239.667910447761,189.591044776119,321.926119402985,315.241679850746,"c",18.7514,13.1462,11.89825,18.68293,13.31002,12.17297,18.62855,13.36663,12.27235,18.58972,13.46414,12.40816,579,194,0,252.486567164179,179.523134328358,329.118656716418,244.693283582089,181.058955223881,326.448507462687,238.410447761194,181.357462686567,324.10447761194,230.050746268657,182.144029850746,321.263432835821,308.818317164179,"c",7.31060895522393
"1678","195a",18.1032,12.90159,11.77499,18.11884,13.1517,12.0838,18.1212,13.24451,12.19681,18.1642,13.37757,12.34542,583,195,1,222.6,176.998507462687,346.410447761194,220.828358208955,183.223880597015,338.379850746269,218.634328358209,187.139552238806,333.011940298507,218.680597014925,194.058955223881,326.423880597015,315.867385074627,"a",18.26667,13.11903,11.95277,18.26892,13.33267,12.23282,18.26038,13.40928,12.3336,18.29252,13.5313,12.47276,583,195,1,216.312686567164,177.49552238806,333.187313432836,213.797014925373,182.749253731343,330.914925373134,210.935074626866,184.540298507463,328.675373134328,207.871641791045,187.155970149254,326.084328358209,309.701620149254,"a",7.57762089552239
"1679","195b",18.05977,12.8002,11.70941,18.05925,13.0421,12.01718,18.05434,13.13243,12.13014,18.08889,13.26251,12.27811,584,195,2,219.358955223881,169.432089552239,341.516417910448,216.381343283582,175.044776119403,333.408208955224,213.644776119403,178.775373134328,328.036567164179,213.060447761194,185.472388059702,321.400746268657,310.792764925373,"b",18.21274,12.99929,11.87232,18.2001,13.20968,12.15576,18.18476,13.28555,12.25801,18.20815,13.40555,12.39731,584,195,2,212.288059701492,168.559701492537,327.183582089552,208.661194029851,173.570895522388,325.164179104478,205.291791044776,175.306716417911,323.034328358209,201.575373134328,177.771641791045,320.453731343283,303.83441119403,"b",6.48684179104487
"1680","195c",18.06716,12.81787,11.72067,18.07331,13.06846,12.03294,18.07174,13.16209,12.14749,18.11027,13.29565,12.29716,582,195,0,219.910447761194,170.750746268657,342.35671641791,217.430597014925,177.011940298507,334.584328358209,214.943283582089,180.988805970149,329.331343283582,214.655970149254,187.94552238806,322.822388059701,312.006091791045,"c",18.19712,12.96307,11.84862,18.18175,13.17572,12.13511,18.16517,13.25248,12.23842,18.18678,13.37283,12.37831,582,195,0,211.122388059702,165.856716417911,325.414925373134,207.291791044776,171.036567164179,323.623134328358,203.829850746269,172.838805970149,321.572388059701,199.980597014925,175.329850746269,319.035820895522,302.254184328358,"c",6.68182985074628
"1681","196a",18.22339,12.89893,11.74713,18.21117,13.13794,12.05897,18.19585,13.22627,12.173,18.21275,13.3541,12.32234,586,196,1,231.569402985075,176.8,344.331343283582,227.718656716418,182.197014925373,336.526865671642,224.205223880597,185.778358208955,331.235074626866,222.303731343284,192.307462686567,324.701492537313,314.947945522388,"a",18.40854,13.10585,11.91153,18.38254,13.30803,12.19502,18.35621,13.38,12.29711,18.36213,13.4961,12.43683,586,196,1,226.9,176.511940298508,330.109701492537,222.276119402985,180.910447761194,328.094029850746,218.086567164179,182.355223880597,325.95223880597,213.066417910448,184.529104477612,323.402985074627,308.061870149254,"a",4.74444477611939
"1682","196b",18.18896,12.8081,11.68673,18.16269,13.03877,11.99789,18.14053,13.12445,12.11194,18.14881,13.24905,12.26077,587,196,2,229,170.021641791045,339.823880597015,224.100746268657,174.796268656716,331.968656716418,220.076865671642,178.179850746269,326.678358208955,217.532089552239,184.467910447761,320.106716417911,310.337271641791,"b",18.36717,12.99859,11.83719,18.32832,13.19661,12.12409,18.2956,13.26739,12.22764,18.29274,13.38099,12.36757,587,196,2,223.812686567164,168.507462686567,324.561940298507,218.229850746269,172.59552238806,322.800746268657,213.563432835821,173.951492537314,320.767910447761,207.888059701492,175.938805970149,318.234328358209,302.726455970149,"b",4.96057686567161
"1683","196c",18.19815,12.83284,11.703,18.17584,13.06617,12.01453,18.15564,13.15273,12.12865,18.16641,13.2784,12.2777,585,196,0,229.685820895522,171.867910447761,341.038059701492,225.082089552239,176.841044776119,333.210447761194,221.20447761194,180.290298507463,327.925373134328,218.84552238806,186.658208955224,321.370149253731,311.59597238806,"c",18.37945,13.03117,11.85951,18.34466,13.23085,12.14559,18.31397,13.30215,12.24877,18.31396,13.41676,12.38875,585,196,0,224.729104477612,170.938805970149,326.227611940299,219.449253731343,175.150746268657,324.405223880597,214.934328358209,176.54552238806,322.344776119403,209.471641791045,178.608208955224,319.814925373134,304.346440298507,"c",4.9666977611941
"1684","197a",18.41065,12.9234,11.71959,18.37577,13.14495,12.03074,18.34496,13.22631,12.14442,18.33888,13.34644,12.29305,589,197,1,245.544029850746,178.626119402985,342.276119402985,240.00223880597,182.720149253731,334.420149253731,235.332835820896,185.781343283582,329.10223880597,231.716417910448,191.735820895522,322.515671641791,314.376167910448,"a",18.60263,13.12884,11.87994,18.55422,13.31615,12.16639,18.51239,13.38189,12.26959,18.4949,13.4907,12.40999,589,197,1,241.384328358209,178.227611940299,327.75223880597,235.088059701493,181.516417910448,325.957462686567,229.741791044776,182.496268656716,323.898507462687,222.974626865672,184.126119402985,321.4,307.532341791045,"a",5.43793731343288
"1685","197b",18.38327,12.83836,11.65987,18.33641,13.05048,11.97034,18.29937,13.12862,12.08404,18.28498,13.24488,12.23215,590,197,2,243.500746268657,172.279850746269,337.819402985075,237.064925373134,175.670149253731,329.912686567164,231.930597014925,178.491044776119,324.596268656716,227.694029850746,184.156716417911,317.970895522388,309.88252761194,"b",18.57003,13.02843,11.80622,18.5106,13.21032,12.09633,18.46289,13.27426,12.20108,18.43694,13.37991,12.34178,590,197,2,238.951492537313,170.734328358209,322.250746268657,231.832835820896,173.618656716418,320.729104477612,226.04776119403,174.464179104478,318.785820895522,218.649253731343,175.858208955224,316.309701492537,302.341882089552,"b",3.85902985074631
"1686","197c",18.38584,12.84656,11.66556,18.34019,13.0598,11.9762,18.30379,13.13833,12.08994,18.29027,13.25506,12.23814,588,197,0,243.692537313433,172.891791044776,338.244029850746,237.347014925373,176.365671641791,330.35,232.260447761194,179.215671641791,325.036567164179,228.088805970149,184.916417910448,318.417910447761,310.319552238806,"c",18.57323,13.03862,11.81361,18.51502,13.22134,12.10351,18.46796,13.28558,12.20816,18.44298,13.39173,12.34892,588,197,0,239.190298507463,171.494776119403,322.80223880597,232.162686567164,174.441044776119,321.264925373134,226.426119402985,175.308955223881,319.314179104478,219.1,176.740298507463,316.842537313433,302.875405223881,"c",4.31917686567164
"1687","198a",18.56684,12.9886,11.77188,18.52206,13.19911,12.08047,18.48404,13.27623,12.19346,18.46842,13.39156,12.34086,592,198,1,257.2,183.491791044776,346.178358208955,250.919402985075,186.761940298507,338.131343283582,245.711940298507,189.50671641791,332.761940298507,241.383582089552,195.102985074627,326.083582089552,318.788478358209,"a",18.74155,13.19668,11.95243,18.68423,13.37559,12.23426,18.63564,13.43762,12.33572,18.60744,13.54121,12.47318,592,198,1,251.751492537313,183.290298507463,333.161940298507,244.790298507463,185.95223880597,331.022388059702,238.939552238806,186.655223880597,328.833582089552,231.373134328358,187.89552238806,326.115671641791,312.964341791045,"a",4.18274626865667
"1688","198b",18.54562,12.91664,11.72057,18.49082,13.11705,12.02765,18.4474,13.19053,12.14033,18.42451,13.30158,12.28693,593,198,2,255.616417910448,178.121641791045,342.349253731343,248.588059701493,180.638059701493,334.189552238806,242.977611940298,183.111194029851,328.797014925373,238.106716417911,188.388059701493,322.058955223881,314.875882835821,"b",18.71565,13.1114,11.88999,18.64894,13.28397,12.17399,18.59519,13.34373,12.27644,18.55943,13.44374,12.4138,593,198,2,249.818656716418,176.926119402985,328.50223880597,242.15671641791,179.114925373134,326.524626865672,235.920895522388,179.648507462687,324.409701492537,227.790298507463,180.621641791045,321.684328358209,308.506289552239,"b",6.01509179104482
"1689","198c",18.55054,12.93366,11.73261,18.49697,13.13352,12.03813,18.45414,13.20662,12.15017,18.43211,13.31747,12.29631,591,198,0,255.983582089552,179.391791044776,343.24776119403,249.047014925373,181.867164179104,334.971641791045,243.480597014925,184.311940298507,329.531343283582,238.673880597015,189.573880597015,322.758955223881,315.647167164179,"c",18.72119,13.13008,11.90355,18.65565,13.3018,12.18557,18.60256,13.36122,12.28733,18.56787,13.46123,12.42429,591,198,0,250.232089552239,178.320149253731,329.514179104478,242.657462686567,180.44552238806,327.388805970149,236.470895522388,180.953731343284,325.222388059702,228.420149253731,181.926865671642,322.467164179104,309.364262686567,"c",5.83503731343291
"1690","199a",18.34,12.91759,11.73747,18.32547,13.158,12.05657,18.30635,13.24662,12.17304,18.31846,13.37447,12.32407,595,199,1,240.271641791045,178.192537313433,343.610447761194,236.248507462687,183.694029850746,336.34776119403,232.451492537313,187.297014925373,331.238059701493,230.192537313433,193.827611940299,324.830597014925,315.681396268657,"a",18.48457,13.08191,11.88732,18.45365,13.28676,12.17953,18.42262,13.35917,12.28442,18.42044,13.47376,12.42488,595,199,1,232.573880597015,174.725373134328,328.302985074627,227.582835820895,179.323134328358,326.938059701492,223.042537313433,180.800746268657,325.005223880597,217.417910447761,182.861940298507,322.511194029851,307.453736567164,"a",7.91418805970147
"1691","199b",18.30897,12.82718,11.67556,18.28069,13.05706,11.99296,18.25463,13.14212,12.10909,18.25795,13.26582,12.25921,596,199,2,237.955970149254,171.44552238806,338.990298507463,232.90671641791,176.161194029851,331.600746268657,228.591791044776,179.498507462687,326.465671641791,225.676865671642,185.719402985075,319.990298507463,310.921114179105,"b",18.45097,12.98579,11.82057,18.40847,13.18494,12.11498,18.37152,13.25556,12.22093,18.36117,13.3671,12.36128,596,199,2,230.066417910448,167.55223880597,323.321641791045,224.211194029851,171.724626865672,322.120895522388,219.229104477612,173.068656716418,320.267164179104,212.994776119403,174.90223880597,317.764925373134,302.621851492537,"b",4.74684850746286
"1692","199c",18.29884,12.79645,11.65492,18.26515,13.02063,11.97058,18.23628,13.10366,12.08621,18.23598,13.22501,12.23559,594,199,0,237.2,169.15223880597,337.45,231.747014925373,173.442537313433,329.930597014925,227.222388059702,176.628358208955,324.758208955224,224.037313432836,182.673880597015,318.227611940299,309.240591044776,"c",18.451,12.98586,11.82061,18.40716,13.18191,12.1131,18.36959,13.25153,12.21852,18.35849,13.36215,12.3584,594,199,0,230.068656716418,167.557462686567,323.324626865672,224.113432835821,171.498507462687,321.980597014925,219.085074626866,172.767910447761,320.087313432836,212.794776119403,174.532835820895,317.55,302.48651119403,"c",5.47963134328359
"1693","19a",20.67536,14.27246,12.11171,20.67413,14.33201,12.33223,20.68015,14.36055,12.41502,20.70109,14.41212,12.52977,55,19,1,414.55223880597,279.30223880597,371.538805970149,411.521641791045,271.30671641791,356.919402985075,409.600746268657,270.426119402985,349.296268656716,408.000746268657,271.264179104478,340.181343283582,354.4991,"a",20.65727,14.34509,12.32029,20.65001,14.39641,12.51117,20.64992,14.41849,12.58197,20.66651,14.46805,12.68778,55,19,1,394.715671641791,268.992537313433,360.614179104478,391.490298507463,262.132835820895,351.687313432836,389.258955223881,259.85447761194,347.210447761194,385.035074626866,257.062686567164,342.130597014925,348.495794029851,"a",5.90577462686565
"1694","19b",20.66807,14.21616,12.00482,20.66564,14.27018,12.23295,20.67124,14.29703,12.31862,20.6915,14.3457,12.43538,56,19,2,414.008208955224,275.100746268657,363.561940298507,410.888059701493,266.692537313433,349.510447761194,408.935820895522,265.685820895522,342.10223880597,407.285074626866,266.307462686567,333.137313432836,347.899520149254,"b",20.64662,14.26937,12.19489,20.63824,14.31737,12.39819,20.63775,14.33851,12.47337,20.65349,14.38518,12.58168,56,19,2,393.920895522388,263.341791044776,351.255970149254,390.611940298507,256.234328358209,343.255970149254,388.350746268657,253.885820895522,339.105970149254,384.063432835821,250.878358208955,334.212686567164,340.910935820895,"b",8.91911417910455
"1695","19c",20.6769,14.28399,12.13296,20.6761,14.34594,12.3541,20.68245,14.37636,12.43853,20.70397,14.43137,12.55665,54,19,0,414.667164179104,280.162686567164,373.124626865672,411.668656716418,272.346268656716,358.551492537313,409.772388059701,271.605970149254,351.050746268657,408.215671641791,272.700746268657,342.187313432836,356.064075373134,"c",20.64898,14.28658,12.22395,20.64092,14.33583,12.42492,20.64052,14.35721,12.49905,20.65645,14.40455,12.60671,54,19,0,394.097014925373,264.626119402985,353.424626865672,390.811940298508,257.611940298507,345.250746268657,388.557462686567,255.281343283582,341.022388059701,384.284328358209,252.323880597015,336.080597014925,342.692186567164,"c",8.66524029850751
"1696","1a",21.45975,14.97168,12.42804,21.45641,15.01117,12.62338,21.46898,15.03745,12.69751,21.56636,15.13429,12.8051,1,1,1,473.088805970149,331.482835820896,395.14552238806,469.900746268657,321.990298507463,378.647014925373,468.468656716418,320.941044776119,370.377611940298,472.573134328358,325.157462686567,360.728358208955,381.635740298507,"a",21.74301,15.23631,12.61571,21.7322,15.25624,12.77478,21.73878,15.27202,12.83362,21.83606,15.36637,12.93243,1,1,1,475.741044776119,335.501492537313,382.660447761194,472.250746268657,326.299253731343,371.359701492537,470.517164179104,323.550746268657,365.990298507463,472.314925373134,324.101492537313,360.388059701493,376.844214925373,"a",7.14760522388065
"1697","1b",21.45316,14.9162,12.26958,21.44874,14.94919,12.47299,21.46099,14.97372,12.55044,21.5585,15.07154,12.66209,2,1,2,472.597014925373,327.342537313433,383.320149253731,469.328358208955,317.364925373134,367.423880597015,467.872388059701,316.185074626866,359.40223880597,471.986567164179,320.474626865672,350.055970149254,371.873929850746,"b",21.73689,15.18394,12.45364,21.72543,15.19999,12.62446,21.73186,15.215,12.68806,21.82933,15.31077,12.79134,2,1,2,475.284328358209,331.59328358209,370.565671641791,471.74552238806,322.101492537313,360.141791044776,470.000746268657,319.29552238806,355.127611940298,471.812686567164,319.95223880597,349.858955223881,367.116717910448,"b",7.46632313432838
"1698","1c",21.43764,14.77379,11.75952,21.43067,14.78811,11.99876,21.44216,14.80751,12.09053,21.53996,14.90824,12.21932,0,1,0,471.438805970149,316.714925373134,345.255970149254,467.979850746269,305.344029850746,332.033582089552,466.467164179105,303.781343283582,325.080597014925,470.602985074627,308.288059701493,317.013432835821,341.325613432836,"c",21.72252,15.0503,11.92704,21.70951,15.05539,12.15057,21.71558,15.0682,12.23457,21.8135,15.16802,12.35658,0,1,0,474.211940298507,321.620149253731,331.267164179104,470.557462686567,311.310447761194,324.776865671642,468.785820895522,308.340298507463,321.285074626866,470.631343283582,309.299253731343,317.414179104478,336.643329850746,"c",7.24113507462687
"1699","200a",18.52285,13.06442,11.85398,18.50303,13.28572,12.1523,18.47981,13.36714,12.26173,18.47935,13.48657,12.40598,598,200,1,253.917164179104,189.15,352.305223880597,249.499253731343,193.225373134328,343.491791044776,245.396268656716,196.291044776119,337.85671641791,242.199253731343,202.19328358209,330.94328358209,323.515869402985,"a",18.70009,13.29374,12.04086,18.67862,13.48776,12.31575,18.65221,13.55611,12.41472,18.64552,13.6664,12.55142,598,200,1,248.657462686567,190.533582089552,339.761194029851,244.371641791045,194.323134328358,337.103731343284,240.176119402985,195.49776119403,334.729104477612,234.214925373134,197.238059701492,331.95447761194,318.50856641791,"a",6.11184179104475
"1700","200b",18.49424,12.97807,11.79293,18.46169,13.18773,12.08844,18.43191,13.26504,12.19713,18.42265,13.37956,12.34006,599,200,2,251.782089552239,182.705970149254,347.749253731343,246.414179104478,185.912686567164,338.726119402985,241.821641791045,188.671641791045,333.035820895522,237.967910447761,194.207462686567,326.023880597015,318.768651492537,"b",18.66309,13.18712,11.96232,18.6293,13.37346,12.23843,18.59665,13.4392,12.33815,18.58072,13.54541,12.47438,599,200,2,245.896268656716,182.576865671642,333.9,240.691044776119,185.79328358209,331.333582089552,236.029850746269,186.773134328358,329.014925373134,229.379104477612,188.208955223881,326.205223880597,312.782948507463,"b",6.2928626865671
"1701","200c",18.48755,12.95715,11.77837,18.4523,13.16466,12.07372,18.4211,13.24119,12.1824,18.40993,13.35479,12.32518,597,200,0,251.282835820895,181.144776119403,346.662686567164,245.713432835821,184.191044776119,337.627611940298,241.014925373134,186.891791044776,331.936567164179,237.018656716418,192.358955223881,324.913432835821,317.672929850746,"c",18.63948,13.11492,11.91041,18.59759,13.29576,12.18753,18.56074,13.35954,12.28776,18.53851,13.46268,12.42367,597,200,0,244.134328358209,177.188805970149,330.026119402985,238.324626865672,179.994776119403,327.535074626866,233.35,180.828358208955,325.25447761194,226.229104477612,182.035074626866,322.420895522388,309.002691791045,"c",6.02614179104478
"1702","201a",18.74731,13.15664,11.88733,18.74047,13.36797,12.18215,18.7307,13.44746,12.29055,18.74515,13.56522,12.43473,601,201,1,270.667910447761,196.032089552239,354.794029850746,267.218656716418,199.363432835821,345.719402985075,264.119402985075,202.285074626866,340.007462686567,262.035074626866,208.062686567164,333.088805970149,327.414165671642,"a",18.83553,13.34897,12.06917,18.80592,13.53146,12.3378,18.7767,13.59573,12.43451,18.76835,13.70268,12.56993,601,201,1,258.764925373134,194.655223880597,341.873880597015,253.871641791045,197.584328358209,338.749253731343,249.466417910448,198.45447761194,336.205970149254,243.381343283582,199.94552238806,333.335820895522,321.009978358209,"a",7.41420223880601
"1703","201b",18.72263,13.07151,11.82336,18.70538,13.27055,12.11512,18.69064,13.3458,12.2227,18.6985,13.45854,12.36552,602,201,2,268.826119402985,189.679104477612,350.020149253731,264.6,192.09328358209,340.717164179104,261.129850746269,194.698507462687,334.944029850746,258.553731343284,200.101492537313,327.923880597015,322.506420149254,"b",18.80224,13.24498,11.99036,18.76138,13.41908,12.26003,18.72647,13.48046,12.35741,18.70976,13.58313,12.49236,602,201,2,256.280597014925,186.894776119403,335.992537313433,250.54776119403,189.19776119403,332.94552238806,245.717910447761,189.85223880597,330.45223880597,239.008955223881,191.023880597015,327.547014925373,315.293835820896,"b",7.95601268656725
"1704","201c",18.7183,13.05601,11.81187,18.69931,13.25307,12.10331,18.68373,13.32761,12.21081,18.69044,13.43943,12.3534,600,201,0,268.502985074627,188.522388059702,349.162686567164,264.147014925373,190.788805970149,339.835820895522,260.614179104478,193.341044776119,334.05671641791,257.95223880597,198.675373134328,327.019402985075,321.639374626866,"c",18.79986,13.23726,11.98459,18.75854,13.41165,12.25498,18.7234,13.47316,12.35263,18.70631,13.57585,12.48775,600,201,0,256.102985074627,186.318656716418,335.561940298508,250.335820895522,188.64328358209,332.568656716418,245.488805970149,189.307462686567,330.09552238806,238.751492537313,190.480597014925,327.202985074627,314.92301641791,"c",7.63224328358206
"1705","202a",18.22759,12.88375,11.76921,18.21954,13.11102,12.06288,18.20942,13.19595,12.17096,18.23325,13.32065,12.31437,604,202,1,231.882835820895,175.667164179104,345.979104477612,228.343283582089,180.188059701493,336.818656716418,225.217910447761,183.515671641791,331.082835820895,223.833582089552,189.811194029851,324.10671641791,315.099631343284,"a",18.37939,13.08155,11.93415,18.36014,13.27543,12.20016,18.34011,13.3449,12.29623,18.34954,13.45755,12.42956,604,202,1,224.724626865672,174.698507462687,331.79776119403,220.60447761194,178.477611940299,328.477611940299,216.885074626866,179.735820895522,325.886567164179,212.126865671642,181.65223880597,322.860447761194,308.018568656716,"a",8.79916492537313
"1706","202b",18.1981,12.80471,11.71852,18.17829,13.02381,12.01071,18.16263,13.1061,12.1185,18.17959,13.22769,12.26117,605,202,2,229.682089552239,169.768656716418,342.196268656716,225.264925373134,173.679850746269,332.925373134328,221.726119402985,176.810447761194,327.167910447761,219.829104477612,182.873880597015,320.136567164179,311.147955223881,"b",18.34341,12.98912,11.87298,18.31317,13.17823,12.1405,18.28789,13.2463,12.23736,18.29,13.35637,12.37045,605,202,2,222.039552238806,167.800746268657,327.232835820896,217.099253731343,171.223880597015,324.025373134328,212.988059701493,172.377611940299,321.49328358209,207.683582089552,174.101492537313,318.449253731343,303.504526865672,"b",10.6793507462687
"1707","202c",18.22627,12.8803,11.76697,18.22007,13.11212,12.06355,18.21101,13.19893,12.17273,18.23611,13.32551,12.31721,603,202,0,231.784328358209,175.409701492537,345.811940298507,228.382835820896,180.270149253731,336.868656716418,225.336567164179,183.738059701493,331.214925373134,224.047014925373,190.173880597015,324.318656716418,315.159504477612,"c",18.38177,13.0875,11.93815,18.36531,13.28584,12.20669,18.34667,13.35699,12.30361,18.35777,13.47122,12.43774,603,202,0,224.90223880597,175.142537313433,332.096268656716,220.990298507463,179.25447761194,328.964925373134,217.374626865672,180.638059701493,326.437313432836,212.741044776119,182.672388059702,323.470895522388,308.512420149254,"c",9.88127164179105
"1708","203a",18.51834,13.05948,11.84847,18.54545,13.292,12.14721,18.55915,13.38044,12.25697,18.60367,13.50799,12.40278,607,203,1,253.580597014925,188.781343283582,351.894029850746,252.664925373134,193.694029850746,343.111940298507,251.317164179104,197.283582089552,337.501492537313,251.476865671642,203.791791044776,330.70447761194,323.439206716418,"a",18.52577,13.20996,12.01133,18.51587,13.40742,12.28062,18.50175,13.47828,12.37755,18.52066,13.59332,12.51268,607,203,1,235.648507462687,184.281343283582,337.557462686567,232.226119402985,188.327611940299,334.482089552239,228.94776119403,189.689552238806,331.955223880597,224.897014925373,191.784328358209,329.063432835821,314.774447761194,"a",9.94311417910444
"1709","203b",18.48803,12.96779,11.78366,18.50383,13.18952,12.07968,18.51278,13.27456,12.18877,18.55128,13.398,12.33331,608,203,2,251.318656716418,181.938805970149,347.057462686567,249.558955223881,186.046268656716,338.072388059701,247.85671641791,189.382089552239,332.411940298507,247.567164179104,195.583582089552,325.520149253731,318.440180597015,"b",18.48567,13.10463,11.93799,18.46363,13.29627,12.20884,18.44386,13.36536,12.30659,18.45512,13.47747,12.44143,608,203,2,232.655970149254,176.420895522388,332.084328358209,228.327611940298,180.032835820896,329.125373134328,224.627611940299,181.262686567164,326.659701492537,220.005970149254,183.138805970149,323.746268656716,309.397106716418,"b",9.36024850746276
"1710","203c",18.46827,12.90481,11.74016,18.47526,13.11532,12.03228,18.48034,13.19649,12.14014,18.51387,13.31531,12.28295,606,203,0,249.844029850746,177.238805970149,343.811194029851,247.426865671642,180.508955223881,334.535074626866,245.435820895523,183.555970149254,328.782835820896,244.775373134328,189.412686567164,321.761940298507,314.914099253731,"c",18.46438,13.04574,11.89801,18.43509,13.23261,12.16901,18.41185,13.30008,12.26694,18.41843,13.40991,12.40136,606,203,0,231.067164179104,172.026119402985,329.100746268657,226.19776119403,175.282089552239,326.152985074627,222.238805970149,176.391044776119,323.700746268657,217.267910447761,178.097014925373,320.755970149254,306.403961940298,"c",8.95500970149254
"1711","204a",18.47508,13.48231,12.2191,18.50729,13.67304,12.4603,18.51528,13.74459,12.55067,18.56125,13.85746,12.67952,610,204,1,250.35223880597,220.335820895522,379.552985074627,249.817164179105,222.129850746269,366.476865671642,248.04328358209,224.458955223881,359.419402985075,248.311194029851,229.871641791045,351.35671641791,344.599011940299,"a",18.65918,13.71758,12.4307,18.67622,13.87541,12.64204,18.67414,13.93272,12.71997,18.71099,14.03929,12.84215,610,204,1,245.60447761194,222.163432835821,368.853731343284,244.192537313433,223.25223880597,361.453731343284,241.812686567164,223.602985074627,357.508955223881,239.100746268657,225.065671641791,353.650746268657,340.805561940299,"a",8.46604328358211
"1712","204b",18.37958,13.29875,12.08378,18.39351,13.48792,12.33104,18.39338,13.55921,12.42381,18.42995,13.67152,12.55443,611,204,2,243.225373134328,206.637313432836,369.45447761194,241.326119402985,208.314925373134,356.830597014925,238.946268656716,210.624626865672,349.95223880597,238.512686567164,215.99552238806,342.021641791045,334.870891044776,"b",18.55293,13.5236,12.28422,18.55361,13.68262,12.50458,18.54392,13.74055,12.58593,18.57018,13.84642,12.70986,611,204,2,237.675373134328,207.687313432836,357.922388059701,235.042537313433,208.864925373134,351.19552238806,232.094776119403,209.261940298508,347.505970149254,228.592537313433,210.672388059701,343.778358208955,330.442271641791,"b",9.91749253731336
