"","taz_sub","lowInc_0_autos.x","lowInc_autos_lt_workers.x","lowInc_autos_ge_workers.x","medInc_0_autos.x","medInc_autos_lt_workers.x","medInc_autos_ge_workers.x","highInc_0_autos.x","highInc_autos_lt_workers.x","highInc_autos_ge_workers.x","veryHighInc_0_autos.x","veryHighInc_autos_lt_workers.x","veryHighInc_autos_ge_workers.x","destChoiceAlt.x","taz.x","subzone.x","lowInc_0_autos_t.x","lowInc_autos_lt_workers_t.x","lowInc_autos_ge_workers_t.x","medInc_0_autos_t.x","medInc_autos_lt_workers_t.x","medInc_autos_ge_workers_t.x","highInc_0_autos_t.x","highInc_autos_lt_workers_t.x","highInc_autos_ge_workers_t.x","veryHighInc_0_autos_t.x","veryHighInc_autos_lt_workers_t.x","veryHighInc_autos_ge_workers_t.x","mwt.x","subzone_s.x","lowInc_0_autos.y","lowInc_autos_lt_workers.y","lowInc_autos_ge_workers.y","medInc_0_autos.y","medInc_autos_lt_workers.y","medInc_autos_ge_workers.y","highInc_0_autos.y","highInc_autos_lt_workers.y","highInc_autos_ge_workers.y","veryHighInc_0_autos.y","veryHighInc_autos_lt_workers.y","veryHighInc_autos_ge_workers.y","destChoiceAlt.y","taz.y","subzone.y","lowInc_0_autos_t.y","lowInc_autos_lt_workers_t.y","lowInc_autos_ge_workers_t.y","medInc_0_autos_t.y","medInc_autos_lt_workers_t.y","medInc_autos_ge_workers_t.y","highInc_0_autos_t.y","highInc_autos_lt_workers_t.y","highInc_autos_ge_workers_t.y","veryHighInc_0_autos_t.y","veryHighInc_autos_lt_workers_t.y","veryHighInc_autos_ge_workers_t.y","mwt.y","subzone_s.y","mdiff"
"4244","965b",17.69518,12.77011,11.71682,17.7895,13.01739,12.01034,17.84232,13.11237,12.12078,17.87775,13.23918,12.26574,2894,965,2,192.150746268657,167.186567164179,342.069402985075,196.250746268657,173.200746268657,332.89776119403,197.822388059702,177.278358208955,327.338059701493,197.303731343284,183.731343283582,320.477611940298,308.112038059701,"b",17.99241,13.10343,11.98055,18.11426,13.32991,12.24267,18.17627,13.41384,12.33844,18.21364,13.53542,12.47495,2894,965,2,195.84552238806,176.331343283582,335.260447761194,202.255223880597,182.54328358209,331.65,204.658208955224,184.880597014925,329.036567164179,201.985074626866,187.463432835821,326.24776119403,308.875528358209,"b",10.1634910447762
"4245","965c",17.69518,12.77011,11.71682,17.7895,13.01739,12.01034,17.84232,13.11237,12.12078,17.87775,13.23918,12.26574,2892,965,0,192.150746268657,167.186567164179,342.069402985075,196.250746268657,173.200746268657,332.89776119403,197.822388059702,177.278358208955,327.338059701493,197.303731343284,183.731343283582,320.477611940298,308.112038059701,"c",17.95495,13.04046,11.9397,18.07441,13.26974,12.20501,18.13685,13.35565,12.30244,18.1724,13.47958,12.44091,2892,965,0,193.05,171.632089552239,332.211940298507,199.281343283582,178.052985074627,328.839552238806,201.716417910448,180.538059701493,326.35,198.907462686567,183.296268656716,323.707462686567,305.99809477612,"c",10.1634910447762
"4246","966a",19.61584,13.88148,12.31232,19.65292,14.04153,12.55439,19.67975,14.10707,12.64601,19.70408,14.20203,12.77562,2896,966,1,335.483582089552,250.124626865672,386.509701492537,335.311940298508,249.629104477612,373.498507462687,334.944029850746,251.509701492537,366.534328358209,333.597014925373,255.585820895522,358.528358208955,360.213013432836,"a",19.57953,14.02486,12.52065,19.60822,14.16983,12.73082,19.624,14.2248,12.80813,19.65839,14.32391,12.93159,2896,966,1,314.287313432836,245.094776119403,375.566417910448,313.744776119403,245.223880597015,368.079104477612,312.69776119403,245.4,364.088059701493,309.80223880597,246.305970149254,360.325373134328,354.23422761194,"a",11.9690156716418
"4247","966b",19.58186,13.74322,12.17038,19.61268,13.89675,12.41828,19.6375,13.96087,12.51236,19.65754,14.052,12.64349,2897,966,2,332.94776119403,239.806716417911,375.917164179104,332.308955223881,238.824626865672,363.341044776119,331.791044776119,240.599253731343,356.560447761194,330.123880597015,244.389552238806,348.667910447761,350.705218656716,"b",19.53386,13.86918,12.37163,19.55534,14.00957,12.58785,19.56861,14.0635,12.66764,19.598,14.15921,12.79189,2897,966,2,310.879104477612,233.476865671642,364.44552238806,309.798507462687,233.264179104478,357.409701492537,308.564179104478,233.362686567164,353.603731343284,305.29552238806,234.014925373134,349.9,344.123168656716,"b",11.9690156716418
"4248","966c",19.51659,13.42705,11.84355,19.53623,13.56922,12.11529,19.55761,13.63221,12.21877,19.56961,13.71511,12.35635,2895,966,0,328.076865671642,216.211940298507,351.526865671642,326.603731343284,214.382089552239,340.729850746269,325.829104477612,216.072388059701,334.650746268657,323.561940298508,219.248507462687,327.239552238806,329.606794776119,"c",19.45888,13.56752,12.08606,19.4716,13.71238,12.32992,19.48203,13.76932,12.41968,19.50451,13.86258,12.54986,2895,966,0,305.283582089552,210.964925373134,343.134328358209,303.549253731343,211.085820895522,338.161194029851,302.102985074627,211.408955223881,335.099253731343,298.318656716418,211.878358208955,331.838059701493,325.913445522388,"c",11.9690156716418
"4249","967a",19.96314,13.97604,12.25319,19.99537,14.11813,12.49942,20.02231,14.17903,12.59228,20.04206,14.26273,12.72168,2899,967,1,361.401492537313,257.181343283582,382.097014925373,360.867910447761,255.34552238806,369.396268656716,360.508208955224,256.879850746269,362.524626865672,358.819402985075,260.115671641791,354.502985074627,359.456778358209,"a",19.85084,13.87991,12.23847,19.86781,14.02044,12.48244,19.88026,14.07593,12.57168,19.9064,14.16718,12.70191,2899,967,1,334.534328358209,234.277611940299,354.508208955224,333.117164179104,234.075373134328,349.54328358209,331.821641791045,234.290298507463,346.442537313433,328.310447761194,234.609701492537,343.185074626866,339.68988880597,"a",11.5445611940299
"4250","967b",19.94217,13.86701,12.12144,19.97027,14.00105,12.37276,19.99596,14.06012,12.46793,20.01291,14.13926,12.59868,2900,967,2,359.836567164179,249.044776119403,372.264925373134,358.994776119403,246.608208955224,359.944029850746,358.541791044776,248.005970149254,353.244776119403,356.644029850746,250.901492537313,345.323880597015,350.774668656716,"b",19.83382,13.79366,12.14303,19.84644,13.92448,12.38715,19.85728,13.97701,12.47687,19.88068,14.06336,12.60641,2900,967,2,333.264179104477,227.841044776119,347.385820895522,331.522388059702,226.914179104478,342.432089552239,330.10671641791,226.908208955224,339.367164179104,326.39104477612,226.861940298507,336.058208955224,333.090565671642,"b",11.5445611940299
"4251","967c",19.94835,13.90017,12.16183,19.9773,14.03495,12.40956,20.0033,14.09435,12.5038,20.02108,14.17509,12.63436,2898,967,0,360.29776119403,251.519402985075,375.279104477612,359.519402985075,249.138059701493,362.690298507463,359.089552238806,250.560447761194,355.921641791045,357.253731343284,253.575373134328,347.986567164179,353.325074626866,"c",19.87299,13.98397,12.35252,19.88899,14.10902,12.57045,19.90079,14.15841,12.65101,19.92741,14.24642,12.77532,2898,967,0,336.187313432836,242.04328358209,363.019402985075,334.69776119403,240.685820895522,356.111194029851,333.353731343284,240.44552238806,352.362686567164,329.878358208955,240.523134328358,348.663432835821,345.814738059701,"c",11.5445611940299
"4252","968a",20.26734,14.14449,12.28488,20.29237,14.26712,12.52541,20.31596,14.32173,12.61644,20.33341,14.39613,12.74339,2902,968,1,384.102985074627,269.75223880597,384.461940298507,383.032089552239,266.464179104478,371.335820895522,382.422388059702,267.529104477612,364.327611940299,380.561940298508,270.070895522388,356.123134328358,363.85096119403,"a",20.19742,14.22802,12.49163,20.20753,14.34155,12.70217,20.21556,14.38581,12.77929,20.24052,14.46825,12.90066,2902,968,1,360.398507462687,260.255970149254,373.400746268657,358.469402985075,258.038805970149,365.941044776119,356.844029850746,257.415671641791,361.935820895522,353.244776119403,257.077611940298,358.017164179104,357.378202238806,"a",12.37185
"4253","968b",20.25139,14.04996,12.15296,20.27324,14.16404,12.3984,20.29582,14.21649,12.49168,20.31117,14.28616,12.62007,2903,968,2,382.912686567164,262.69776119403,374.617164179104,381.60447761194,258.771641791045,361.857462686567,380.919402985075,259.675373134328,355.017164179104,378.90223880597,261.864179104478,346.920149253731,355.252579104478,"b",20.175,14.1133,12.35088,20.18106,14.21919,12.5668,20.18764,14.26132,12.6463,20.2099,14.33921,12.76843,2903,968,2,358.725373134328,251.694776119403,362.897014925373,356.494029850746,248.907462686567,355.838805970149,354.760447761194,248.125373134328,352.011194029851,350.959701492537,247.44776119403,348.149253731343,348.099685074627,"b",12.37185
"4254","968c",20.24993,14.04091,12.14007,20.27173,14.15554,12.38779,20.29433,14.20831,12.48187,20.30969,14.27849,12.6114,2901,968,0,382.803731343284,262.022388059702,373.655223880597,381.491791044776,258.137313432836,361.065671641791,380.808208955224,259.064925373134,354.285074626866,378.791791044776,261.291791044776,346.273134328358,354.544529104478,"c",20.14994,13.97091,12.17056,20.15383,14.07952,12.40995,20.15984,14.12394,12.49813,20.18031,14.20094,12.62623,2901,968,0,356.855223880597,241.068656716418,349.440298507463,354.461940298507,238.484328358209,344.133582089552,352.685820895522,237.873134328358,340.953731343284,348.751492537313,237.129104477612,337.537313432836,337.395190298507,"c",12.37185
"4255","969a",20.29708,14.15756,12.28186,20.32615,14.28025,12.52261,20.35321,14.33576,12.6136,20.37405,14.41068,12.74096,2905,969,1,386.322388059702,270.727611940299,384.236567164179,385.552985074627,267.444029850746,371.126865671642,385.20223880597,268.576119402985,364.115671641791,383.594776119403,271.15671641791,355.941791044776,363.965554477612,"a",20.20955,14.2297,12.487,20.22072,14.34204,12.69738,20.23036,14.38623,12.77432,20.25949,14.46941,12.89574,2905,969,1,361.303731343284,260.381343283582,373.055223880597,359.453731343284,258.075373134328,365.583582089552,357.948507462687,257.447014925373,361.564925373134,354.660447761194,257.164179104478,357.65,357.16925,"a",10.9965320895523
"4256","969b",20.28201,14.06688,12.15322,20.3082,14.18164,12.3991,20.33442,14.23542,12.49255,20.35336,14.30589,12.62134,2906,969,2,385.19776119403,263.960447761194,374.636567164179,384.213432835821,260.085074626866,361.909701492537,383.8,261.088059701492,355.082089552239,382.050746268657,263.336567164179,347.014925373134,355.620706716418,"b",20.18781,14.11742,12.34835,20.19519,14.22264,12.56456,20.20354,14.26503,12.64412,20.23026,14.34414,12.76654,2906,969,2,359.681343283582,252.00223880597,362.708208955224,357.548507462687,249.164925373134,355.671641791045,355.947014925373,248.40223880597,351.848507462686,352.479104477612,247.815671641791,348.008208955224,348.077364925373,"b",10.9965320895523
"4257","969c",20.28247,14.06976,12.15739,20.30876,14.18485,12.40316,20.33502,14.23874,12.4966,20.35402,14.30934,12.62531,2904,969,0,385.232089552239,264.175373134328,374.94776119403,384.255223880597,260.324626865672,362.212686567164,383.844776119403,261.335820895522,355.384328358209,382.1,263.594029850746,347.311194029851,355.895570895522,"c",20.1886,14.1217,12.35369,20.19627,14.22791,12.57047,20.20474,14.27072,12.65026,20.23164,14.35036,12.77297,2904,969,0,359.740298507463,252.321641791045,363.10671641791,357.629104477612,249.558208955224,356.112686567164,356.036567164179,248.826865671642,352.30671641791,352.582089552239,248.279850746269,348.488059701493,348.485981343283,"c",10.9965320895523
"4258","96a",18.9428,13.39614,12.03923,18.90895,13.53139,12.26563,18.88167,13.58138,12.35081,18.8944,13.67472,12.47367,286,96,1,285.25671641791,213.905223880597,366.129850746269,279.791791044776,211.558955223881,351.949253731343,275.385820895522,212.279104477612,344.50447761194,273.173134328358,216.234328358209,335.994776119403,334.582308208955,"a",19.18482,13.64283,12.23879,19.13993,13.73974,12.42992,19.10535,13.77368,12.50138,19.10378,13.85286,12.61285,286,96,1,284.831343283582,216.585074626866,354.532089552239,278.79776119403,213.127611940298,345.623880597015,273.992537313433,211.734328358209,341.196268656716,268.413432835821,211.152985074627,336.538805970149,330.07945522388,"a",11.4582910447761
"4259","96b",18.89517,13.23478,11.90741,18.85075,13.3654,12.14266,18.81798,13.41354,12.23106,18.82402,13.50396,12.35565,287,96,2,281.70223880597,201.863432835821,356.292537313433,275.448507462687,199.171641791045,342.772388059701,270.632835820895,199.753731343283,335.567910447761,267.920895522388,203.491044776119,327.187313432836,325.669171641791,"b",19.13325,13.46814,12.08884,19.08007,13.56447,12.29396,19.04089,13.59778,12.37032,19.03268,13.67424,12.48431,287,96,2,280.982835820895,203.548507462687,343.341791044776,274.330597014925,200.04776119403,335.477611940299,269.182089552239,198.607462686567,331.415671641791,263.107462686567,197.823134328358,326.946268656716,320.272737313433,"b",9.97447910447761
"4260","96c",18.89822,13.2457,11.9162,18.854,13.37514,12.14972,18.82132,13.42279,12.23751,18.82757,13.51299,12.36173,285,96,0,281.929850746269,202.678358208955,356.948507462687,275.691044776119,199.898507462687,343.299253731343,270.882089552239,200.444029850746,336.049253731343,268.185820895523,204.164925373134,327.641044776119,326.181715671642,"c",19.13683,13.48099,12.09974,19.08354,13.57523,12.30215,19.04436,13.60778,12.37761,19.03636,13.68397,12.49115,285,96,0,281.25,204.507462686567,344.155223880597,274.589552238806,200.850746268657,336.088805970149,269.441044776119,199.353731343284,331.959701492537,263.382089552239,198.549253731343,327.45671641791,320.868243283582,"c",12.9304119402985
"4261","970a",20.28167,14.11878,12.21717,20.30398,14.23462,12.45662,20.32636,14.28687,12.54723,20.34366,14.35815,12.67307,2908,970,1,385.172388059701,267.833582089552,379.408955223881,383.898507462687,264.038805970149,366.20223880597,383.198507462687,264.927611940298,359.162686567164,381.326865671642,267.236567164179,350.875373134328,359.433308955224,"a",20.1978,14.18173,12.41236,20.1986,14.28788,12.62473,20.20116,14.32882,12.70235,20.22508,14.40891,12.82333,2908,970,1,360.426865671642,256.801492537313,367.485074626866,357.802985074627,254.033582089552,360.161940298507,355.769402985075,253.162686567164,356.194029850746,352.092537313433,252.649253731343,352.246268656716,352.19096119403,"a",10.0323350746269
"4262","970b",20.26641,14.02465,12.07978,20.28575,14.13195,12.32513,20.30722,14.18216,12.41847,20.32253,14.24844,12.54573,2909,970,2,384.033582089552,260.808955223881,369.155970149254,382.538059701493,256.376865671642,356.389552238806,381.770149253731,257.113432835821,349.553731343284,379.75,259.049253731343,341.372388059702,350.559811940299,"b",20.17634,14.06655,12.26594,20.17308,14.16443,12.48462,20.17414,14.20296,12.56499,20.19545,14.27828,12.68685,2909,970,2,358.825373134328,248.205970149254,356.558208955224,355.898507462686,244.820895522388,349.705970149254,353.752985074627,243.770149253731,345.94328358209,349.881343283582,242.900746268657,342.061194029851,342.613659701493,"b",6.25311940298511
"4263","970c",20.26659,14.02577,12.08144,20.28616,14.13435,12.32825,20.30772,14.18499,12.422,20.32318,14.25195,12.54983,2907,970,0,384.047014925373,260.892537313433,369.279850746269,382.568656716418,256.555970149254,356.622388059702,381.807462686567,257.324626865672,349.817164179105,379.798507462687,259.311194029851,341.678358208955,350.771321641791,"c",20.17774,14.07444,12.27612,20.17476,14.17294,12.49435,20.17592,14.21164,12.57452,20.1974,14.28729,12.69629,2907,970,0,358.929850746269,248.794776119403,357.317910447761,356.023880597015,245.455970149254,350.432089552239,353.885820895522,244.417910447761,346.65447761194,350.026865671642,243.573134328358,342.765671641791,343.277229104478,"c",7.4413723880597
"4264","971a",20.33356,14.14856,12.22261,20.35354,14.2613,12.46235,20.37497,14.31258,12.5531,20.3978,14.38528,12.67881,2911,971,1,389.044776119403,270.055970149254,379.814925373134,387.597014925373,266.029850746269,366.629850746269,386.826119402985,266.846268656716,359.600746268657,385.367164179105,269.261194029851,351.303731343284,360.275888059702,"a",20.25866,14.21634,12.42236,20.25821,14.31801,12.63174,20.26067,14.35747,12.70829,20.28904,14.43736,12.82802,2911,971,1,364.968656716418,259.384328358209,368.231343283582,362.251492537313,256.282089552239,360.685074626866,360.210447761194,255.300746268657,356.637313432836,356.865671641791,254.772388059701,352.596268656716,353.186060447761,"a",7.28431492537322
"4265","971b",20.31952,14.06018,12.0904,20.33663,14.16406,12.3351,20.35717,14.21312,12.42827,20.37828,14.28142,12.55553,2912,971,2,387.997014925373,263.460447761194,369.948507462687,386.335074626866,258.773134328358,357.133582089552,385.49776119403,259.423880597015,350.285074626866,383.910447761194,261.510447761194,342.103731343284,351.711636567164,"b",20.23871,14.10669,12.27935,20.23445,14.19983,12.49429,20.23551,14.23679,12.57338,20.26162,14.31229,12.69403,2912,971,2,363.479850746269,251.201492537314,357.558955223881,360.478358208955,247.462686567164,350.427611940298,358.332835820896,246.294776119403,346.569402985075,354.819402985075,245.438805970149,342.597014925373,343.818934328358,"b",6.6313455223881
"4266","971c",20.32004,14.06361,12.09564,20.33713,14.16706,12.33908,20.35766,14.21599,12.43192,20.37879,14.28422,12.55889,2910,971,0,388.035820895522,263.716417910448,370.339552238806,386.372388059701,258.997014925373,357.430597014925,385.534328358209,259.638059701492,350.557462686567,383.948507462687,261.719402985075,342.35447761194,351.984025373134,"c",20.2385,14.10545,12.27771,20.23423,14.19866,12.49292,20.2353,14.23573,12.57219,20.26143,14.31138,12.69304,2910,971,0,363.464179104477,251.108955223881,357.436567164179,360.461940298507,247.375373134328,350.325373134328,358.317164179104,246.215671641791,346.480597014925,354.805223880597,245.370895522388,342.523134328358,343.731123880597,"c",7.71825895522389
"4267","972a",19.78422,13.6394,11.9022,19.77832,13.76745,12.17767,19.78126,13.82195,12.28173,19.79527,13.90429,12.419,2914,972,1,348.049253731343,232.058955223881,355.903731343284,344.670149253731,229.175373134328,345.385074626866,342.519402985075,230.232089552239,339.349253731343,340.40223880597,233.366417910448,331.914925373134,336.183131343284,"a",19.77805,13.76109,12.11363,19.74289,13.87394,12.35639,19.72011,13.91409,12.44473,19.72918,13.99766,12.57338,2914,972,1,329.10223880597,225.410447761194,345.191791044776,323.794776119403,223.142537313433,340.136567164179,319.870149253731,222.212686567164,336.968656716418,315.085074626866,221.958955223881,333.59328358209,330.286802238806,"a",6.03213656716423
"4268","972b",19.77299,13.57212,11.82003,19.76352,13.68962,12.0961,19.76497,13.74054,12.2007,19.77686,13.81818,12.33807,2915,972,2,347.211194029851,227.038059701493,349.771641791045,343.565671641791,223.367164179104,339.29776119403,341.303731343284,224.15671641791,333.30223880597,339.028358208955,226.940298507463,325.875373134328,330.582418656716,"b",19.76217,13.67687,12.01986,19.72223,13.77921,12.26432,19.69726,13.81559,12.35372,19.70336,13.89422,12.48223,2915,972,2,327.917164179104,219.125373134328,338.194029850746,322.252985074627,216.073134328358,333.265671641791,318.164925373134,214.861940298508,330.176865671642,313.158208955224,214.239552238806,326.791044776119,323.902586567164,"b",5.81254253731339
"4269","972c",19.80558,13.75793,12.04417,19.80146,13.88013,12.29525,19.80474,13.93077,12.39009,19.81987,14.01095,12.51981,2913,972,0,349.64328358209,240.90447761194,366.498507462687,346.397014925373,237.584328358209,354.159701492537,344.271641791045,238.352985074627,347.435820895522,342.238059701493,241.326119402985,339.438059701493,344.222149253731,"c",19.80209,13.87866,12.24313,19.76871,13.98342,12.46309,19.74671,14.02022,12.54352,19.75728,14.10184,12.66627,2913,972,0,330.896268656716,234.184328358209,354.855970149254,325.721641791045,231.312686567164,348.099253731343,321.855223880597,230.132835820896,344.341044776119,317.182089552239,229.733582089552,340.525373134328,337.692283582089,"c",7.01813731343285
"4270","973a",19.09902,13.57399,12.14845,19.04938,13.72928,12.39526,19.00491,13.78421,12.48778,18.98075,13.87749,12.61639,2917,973,1,296.914925373134,227.177611940299,374.280597014925,290.271641791045,226.326865671642,361.623134328358,284.582835820895,227.415671641791,354.726119402985,279.617164179105,231.366417910448,346.64552238806,344.706073134328,"a",19.34157,13.80191,12.34811,19.28146,13.93171,12.56578,19.22852,13.97361,12.64479,19.19637,14.06222,12.76801,2917,973,1,296.529104477612,228.45671641791,362.690298507463,289.359701492537,227.453731343284,355.762686567164,283.184328358209,226.65447761194,351.898507462687,275.323134328358,226.776865671642,348.117910447761,340.606492537313,"a",8.20993283582089
"4271","973b",19.05314,13.42251,12.01518,18.9897,13.56915,12.26758,18.93744,13.62065,12.36255,18.90273,13.70986,12.49284,2918,973,2,293.491044776119,215.873134328358,364.335074626866,285.817910447761,214.376865671642,352.094776119403,279.54776119403,215.209701492537,345.380597014925,273.794776119403,218.856716417911,337.425373134328,335.544048507463,"b",19.29616,13.64965,12.21004,19.22338,13.77098,12.4332,19.16311,13.80931,12.51457,19.11993,13.89255,12.6385,2918,973,2,293.140298507463,217.094029850746,352.386567164179,285.025373134328,215.458955223881,345.868656716418,278.302985074627,214.39328358209,342.180597014925,269.618656716418,214.114925373134,338.452985074627,331.119304477612,"b",8.20993283582089
"4272","973c",18.99628,13.20859,11.8314,18.91942,13.35639,12.10472,18.8595,13.40885,12.20786,18.81383,13.49755,12.34453,2916,973,0,289.24776119403,199.908955223881,350.620149253731,280.573134328358,198.499253731343,339.941044776119,273.731343283582,199.403731343283,333.836567164179,267.160447761194,203.012686567164,326.357462686567,323.878900746269,"c",19.24608,13.45978,12.04082,19.1623,13.58135,12.28185,19.09531,13.61918,12.36972,19.04122,13.69873,12.49722,2916,973,0,289.402985074627,202.924626865672,339.758208955224,280.467164179104,201.307462686567,334.573880597015,273.24328358209,200.20447761194,331.370895522388,263.744776119403,199.650746268657,327.909701492537,320.280423134328,"c",8.20993283582089
"4273","974a",18.98675,13.25841,11.87532,18.92704,13.4195,12.14971,18.87961,13.47798,12.25293,18.85153,13.57321,12.38986,2920,974,1,288.536567164179,203.626865671642,353.89776119403,281.141791044776,203.208955223881,343.298507462687,275.232089552239,204.562686567164,337.2,269.973880597015,208.658955223881,329.740298507463,327.027931343284,"a",19.23967,13.51971,12.0938,19.17002,13.65248,12.3347,19.11284,13.69526,12.42214,19.07196,13.78097,12.55023,2920,974,1,288.924626865672,207.397014925373,343.711940298507,281.04328358209,206.615671641791,338.517910447761,274.551492537313,205.882089552239,335.282835820896,266.038805970149,205.788059701493,331.865671641791,323.975600746269,"a",8.33884029850748
"4274","974b",18.96361,13.16643,11.79762,18.89486,13.31685,12.07271,18.84235,13.37112,12.17646,18.80754,13.46181,12.31357,2921,974,2,286.809701492537,196.762686567164,348.099253731343,278.740298507463,195.548507462687,337.55223880597,272.451492537313,196.588059701492,331.49328358209,266.691044776119,200.34552238806,324.047014925373,321.491371641791,"b",19.21401,13.41824,12.00423,19.1356,13.54125,12.24708,19.07347,13.58017,12.33565,19.02515,13.66055,12.46372,2921,974,2,287.009701492537,199.824626865672,337.027611940298,278.474626865672,198.314925373134,331.979104477612,271.613432835821,197.29328358209,328.828358208955,262.54552238806,196.801492537313,325.409701492537,317.708443283582,"b",7.66691641791036
"4275","974c",19.0266,13.40355,12.0001,18.97294,13.55466,12.25401,18.92875,13.60863,12.34949,18.90551,13.70061,12.48031,2919,974,0,291.510447761194,214.458208955224,363.209701492537,284.567164179105,213.29552238806,351.082089552239,278.899253731343,214.312686567164,344.405970149254,274.00223880597,218.166417910448,336.490298507463,334.489335074627,"c",19.26938,13.62847,12.19095,19.20365,13.75362,12.41612,19.14903,13.79398,12.49825,19.11275,13.87927,12.62299,2919,974,0,291.141791044776,215.513432835821,350.961940298507,283.552985074627,214.163432835821,344.594029850746,277.25223880597,213.249253731343,340.962686567164,269.082835820895,213.123880597015,337.29552238806,329.81865,"c",8.45439776119406
"4276","975a",19.12515,13.56804,12.13224,19.07954,13.72295,12.3802,19.03884,13.77788,12.47296,19.02037,13.87196,12.60237,2923,975,1,298.864925373134,226.733582089552,373.070895522388,292.522388059702,225.85447761194,360.499253731343,287.114925373134,226.943283582089,353.620149253731,282.573880597015,230.953731343284,345.599253731343,343.931242537313,"a",19.37619,13.80564,12.33819,19.32008,13.9346,12.55635,19.27076,13.97641,12.63544,19.24236,14.06472,12.75886,2923,975,1,299.112686567164,228.735074626866,361.95,292.241791044776,227.669402985075,355.058955223881,286.336567164179,226.863432835821,351.200746268657,278.755223880597,226.963432835821,347.435074626866,340.280702238806,"a",11.7279044776119
"4277","975b",19.08137,13.41877,11.99945,19.02278,13.56491,12.25299,18.97492,13.61646,12.34821,18.9468,13.70641,12.47921,2924,975,2,295.59776119403,215.594029850746,363.161194029851,288.286567164179,214.060447761194,351.005970149254,282.344776119403,214.897014925373,344.310447761194,277.083582089552,218.599253731343,336.408208955224,334.82562238806,"b",19.33239,13.65408,12.19872,19.26429,13.77451,12.42252,19.20819,13.81276,12.50403,19.16955,13.89564,12.62818,2924,975,2,295.844029850746,217.424626865672,351.541791044776,288.078358208955,215.722388059701,345.071641791045,281.667164179104,214.650746268657,341.394029850746,273.321641791045,214.34552238806,337.682835820896,330.731623134328,"b",10.9959604477612
"4278","975c",19.02414,13.19552,11.80524,18.95148,13.33961,12.07883,18.89581,13.39097,12.18201,18.85644,13.47855,12.31865,2922,975,0,291.326865671642,198.933582089552,348.667910447761,282.965671641791,197.247014925373,338.008955223881,276.441044776119,198.069402985075,331.907462686567,270.340298507463,201.594776119403,324.426119402985,322.373726865672,"c",19.28069,13.45058,12.01433,19.20061,13.56784,12.25531,19.13738,13.60419,12.34306,19.08725,13.68162,12.47033,2922,975,0,291.985820895522,202.238059701493,337.781343283582,283.326119402985,200.299253731343,332.593283582089,276.382835820896,199.085820895522,329.381343283582,267.179850746269,198.373880597015,325.902985074627,318.787444776119,"c",12.1169574626866
"4279","976a",19.01779,13.63215,12.23115,18.98145,13.79315,12.47033,18.94482,13.85176,12.56094,18.92368,13.94479,12.68553,2926,976,1,290.852985074627,231.517910447761,380.45223880597,285.20223880597,231.09328358209,367.225373134328,280.098507462687,232.45671641791,360.185820895522,275.358208955224,236.388805970149,351.805223880597,349.215905970149,"a",19.27676,13.85422,12.42417,19.23007,13.98814,12.63416,19.18575,14.03273,12.71074,19.15889,14.12195,12.8308,2926,976,1,291.692537313433,232.360447761194,368.366417910448,285.524626865672,231.664925373134,360.865671641791,279.992537313433,231.066417910448,356.820149253731,272.526119402985,231.234328358209,352.803731343284,344.773444776119,"a",11.1162134328358
"4280","976b",18.95916,13.46339,12.08669,18.90682,13.61762,12.33227,18.86115,13.67339,12.42542,18.82787,13.7634,12.55235,2927,976,2,286.477611940299,218.923880597015,369.671641791045,279.632835820896,217.994029850746,356.922388059701,273.85447761194,219.14552238806,350.072388059702,268.208208955224,222.85223880597,341.866417910448,339.235570149254,"b",19.22112,13.68801,12.27735,19.16051,13.8153,12.49356,19.10828,13.85705,12.57269,19.06936,13.94188,12.69396,2927,976,2,287.540298507463,219.956716417911,357.409701492537,280.333582089552,218.766417910448,350.373134328358,274.211194029851,217.955970149254,346.517910447761,265.844776119403,217.796268656716,342.591791044776,334.655164925373,"b",9.56932238805973
"4281","976c",18.93615,13.3916,12.02635,18.87889,13.54696,12.2782,18.82985,13.60193,12.3728,18.79357,13.69437,12.50339,2925,976,0,284.760447761194,213.566417910448,365.168656716418,277.548507462686,212.720895522388,352.887313432836,271.518656716418,213.812686567164,346.14552238806,265.648507462687,217.700746268657,338.212686567164,335.328705970149,"c",19.20444,13.63431,12.23055,19.14098,13.76332,12.45219,19.08686,13.8052,12.53297,19.04571,13.89138,12.65668,2925,976,0,286.29552238806,215.949253731343,353.917164179104,278.876119402985,214.887313432836,347.285820895522,272.612686567164,214.086567164179,343.553731343284,264.079850746269,214.027611940298,339.809701492537,331.687988059701,"c",10.3579843283582
"4282","977a",18.80966,13.57166,12.21631,18.79372,13.74592,12.45775,18.76983,13.81031,12.54934,18.76281,13.90908,12.67474,2929,977,1,275.320895522388,227.003731343284,379.344776119403,271.192537313433,227.568656716418,366.286567164179,267.039552238806,229.363432835821,359.320149253731,263.352985074627,233.723880597015,351,346.860781343284,"a",19.0731,13.79369,12.40973,19.04786,13.94149,12.62266,19.01714,13.99209,12.70029,19.00519,14.08742,12.82111,2929,977,1,276.494029850746,227.84328358209,367.288805970149,271.926865671642,228.183582089552,360.007462686567,267.409701492537,228.033582089552,356.040298507463,261.055970149254,228.657462686567,352.080597014925,342.515987313433,"a",11.3922283582089
